Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
SW6 7NP,Yes,51.481347,-0.209485,524431,177341,TQ244773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1991-09-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001879
SW6 7NQ,Yes,51.481556,-0.210226,524379,177363,TQ243773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7NR,Yes,51.482536,-0.214298,524094,177465,TQ240774,"Fulham Reach","Hammersmith and Fulham, unparished area",1994-05-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7NU,No,51.482848,-0.214194,524100,177500,TQ240774,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,1992-12-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001886
SW6 7NX,Yes,51.482595,-0.214722,524064,177471,TQ240774,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7NY,Yes,51.482526,-0.214869,524054,177463,TQ240774,"Fulham Reach","Hammersmith and Fulham, unparished area",1993-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7NZ,Yes,51.48248,-0.214842,524056,177458,TQ240774,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7PA,Yes,51.48282,-0.215318,524022,177495,TQ240774,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7PB,Yes,51.482567,-0.215832,523987,177466,TQ239774,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001887
SW6 7PD,Yes,51.483112,-0.216119,523966,177526,TQ239775,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7PE,Yes,51.483723,-0.2191,523757,177589,TQ237775,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001887
SW6 7PF,Yes,51.48371,-0.218798,523778,177588,TQ237775,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001887
SW6 7PG,Yes,51.483686,-0.218424,523804,177586,TQ238775,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001887
SW6 7PH,Yes,51.483551,-0.217853,523844,177572,TQ238775,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001887
SW6 7PJ,Yes,51.483425,-0.219011,523764,177556,TQ237775,"Fulham Reach","Hammersmith and Fulham, unparished area",1986-07-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001887
SW6 7PL,Yes,51.48346,-0.215985,523974,177565,TQ239775,"Fulham Reach","Hammersmith and Fulham, unparished area",1996-06-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7PN,No,51.483769,-0.215598,524000,177600,TQ240775,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,1991-12-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001886
SW6 7PP,Yes,51.482774,-0.214067,524109,177492,TQ241774,"Fulham Reach","Hammersmith and Fulham, unparished area",1994-12-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7PQ,Yes,51.483602,-0.217621,523860,177578,TQ238775,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001887
SW6 7PR,No,51.482826,-0.212754,524200,177500,TQ242774,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,1995-12-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001886
SW6 7PS,Yes,51.482762,-0.213275,524164,177492,TQ241774,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7PT,Yes,51.483491,-0.216833,523915,177567,TQ239775,"Fulham Reach","Hammersmith and Fulham, unparished area",1996-06-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7PU,Yes,51.483028,-0.205262,524720,177535,TQ247775,"Fulham Broadway","Hammersmith and Fulham, unparished area",1995-07-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001885
SW6 7PW,No,51.483747,-0.214159,524100,177600,TQ240775,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,1991-12-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001886
SW6 7PX,Yes,51.483213,-0.210915,524327,177546,TQ243775,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7PY,No,51.483659,-0.208401,524500,177600,TQ245775,"Fulham Broadway","Hammersmith and Fulham, unparished area",1990-02-01,1990-12-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001879
SW6 7PZ,No,51.483659,-0.208401,524500,177600,TQ245775,"Fulham Broadway","Hammersmith and Fulham, unparished area",1994-05-01,1996-12-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001879
SW6 7QA,Yes,51.483475,-0.209316,524437,177578,TQ244775,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7QB,Yes,51.483822,-0.208452,524496,177618,TQ244776,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001886
SW6 7QG,Yes,51.480294,-0.210621,524355,177222,TQ243772,"Munster","Hammersmith and Fulham, unparished area",1994-12-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7QH,No,51.482738,-0.206997,524600,177500,TQ245774,"Fulham Broadway","Hammersmith and Fulham, unparished area",1993-08-01,1995-01-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001879
SW6 7QJ,Yes,51.480514,-0.207881,524545,177251,TQ245772,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001902
SW6 7QL,Yes,51.479989,-0.210115,524391,177189,TQ243771,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001902
SW6 7QN,Yes,51.480292,-0.20993,524403,177223,TQ244772,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7QP,Yes,51.480917,-0.208451,524504,177295,TQ245772,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001902
SW6 7QR,Yes,51.480121,-0.210484,524365,177203,TQ243772,"Munster","Hammersmith and Fulham, unparished area",1994-12-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7QS,Yes,51.480473,-0.209966,524400,177243,TQ244772,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7QT,Yes,51.480571,-0.210538,524360,177253,TQ243772,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7QU,Yes,51.480836,-0.210816,524340,177282,TQ243772,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7QW,Yes,51.480708,-0.208315,524514,177272,TQ245772,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001902
SW6 7QX,Yes,51.480635,-0.211679,524281,177258,TQ242772,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7QY,Yes,51.481068,-0.209496,524431,177310,TQ244773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7QZ,Yes,51.481264,-0.210569,524356,177330,TQ243773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7RA,Yes,51.481053,-0.211441,524296,177305,TQ242773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7RB,Yes,51.481169,-0.21197,524259,177317,TQ242773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7RD,Yes,51.481445,-0.211829,524268,177348,TQ242773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7RE,Yes,51.481537,-0.212517,524220,177357,TQ242773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7RG,Yes,51.481776,-0.212853,524196,177383,TQ241773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7RH,Yes,51.481885,-0.211149,524314,177398,TQ243773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7RJ,Yes,51.481625,-0.211217,524310,177369,TQ243773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7RL,Yes,51.481716,-0.210724,524344,177380,TQ243773,"Munster","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7RN,Yes,51.481745,-0.212033,524253,177381,TQ242773,"Munster","Hammersmith and Fulham, unparished area",1991-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001903
SW6 7RP,Yes,51.483792,-0.203542,524837,177623,TQ248776,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001885
SW6 7RQ,Yes,51.481255,-0.209374,524439,177331,TQ244773,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001879
SW6 7RR,Yes,51.48357,-0.203781,524821,177598,TQ248775,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001885
SW6 7RS,Yes,51.484817,-0.202364,524916,177739,TQ249777,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001884
SW6 7RT,No,51.483615,-0.205522,524700,177600,TQ247775,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,1995-07-01,8,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001885
SW6 7RU,Yes,51.484735,-0.20231,524920,177730,TQ249777,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001884
SW6 7RW,Yes,51.479682,-0.204121,524808,177165,TQ248771,"Fulham Broadway","Hammersmith and Fulham, unparished area",1997-06-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001882
SW6 7RX,Yes,51.48437,-0.203174,524861,177688,TQ248776,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001885
SW6 7RY,Yes,51.484165,-0.204464,524772,177663,TQ247776,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001885
SW6 7RZ,Yes,51.484165,-0.204464,524772,177663,TQ247776,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001885
SW6 7SA,Yes,51.483919,-0.20541,524707,177634,TQ247776,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001885
SW6 7SB,Yes,51.483919,-0.20541,524707,177634,TQ247776,"Fulham Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001885
SW6 7SD,Yes,51.483422,-0.202318,524923,177584,TQ249775,"Fulham Broadway","Hammersmith and Fulham, unparished area",2004-08-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001885
