Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code
SW3 2DD,Yes,51.496038,-0.169177,527189,179044,TQ271790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",46,32,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,17,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,0,2019-11-23,"South Kensington",0.394412,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+C8
SW3 2DE,Yes,51.495649,-0.168991,527203,179001,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",44,19,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,15,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,0,2019-11-23,"South Kensington",0.383606,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+7C
SW3 2DF,Yes,51.495452,-0.16848,527239,178980,TQ272789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",23,11,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,14,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,0,2019-11-23,"South Kensington",0.406611,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+5J
SW3 2DG,Yes,51.495831,-0.168565,527232,179022,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",21,11,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,15,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,0,2019-11-23,"South Kensington",0.419086,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+8H
SW3 2DH,No,51.49564,-0.169034,527200,179000,TQ272789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,16,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,8,1,2019-11-23,"South Kensington",0.380503,SW,SW3,"Metropolitan Police","",9C3XFRWJ+79
SW3 2DJ,No,51.49564,-0.169034,527200,179000,TQ272789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1995-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,16,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,8,1,2019-11-23,"South Kensington",0.380503,SW,SW3,"Metropolitan Police","",9C3XFRWJ+79
SW3 2DL,Yes,51.495774,-0.166637,527366,179019,TQ273790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,12,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,0,2019-11-23,"South Kensington",0.538396,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWM+88
SW3 2DN,Yes,51.4957,-0.166511,527375,179011,TQ273790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",2,1,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,12,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,0,2019-11-23,"South Kensington",0.543774,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWM+79
SW3 2DP,Yes,51.496264,-0.166358,527384,179074,TQ273790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",1,1,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,14,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014098,E14000768,21458,1,0,2019-11-23,"South Kensington",0.577292,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWM+GF
SW3 2DR,No,51.49564,-0.169034,527200,179000,TQ272789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,16,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,8,1,2019-11-23,"South Kensington",0.380503,SW,SW3,"Metropolitan Police","",9C3XFRWJ+79
SW3 2DT,No,51.494247,-0.164999,527484,178852,TQ274788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Chelsea and Fulham",1991-01-01,1999-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012D","Urban major conurbation",London,11,1,E01002860,,E02000588,"Kensington and Chelsea 012",E43000210,E00014362,E14000629,21849,6,1,2019-11-23,"South Kensington",0.617696,SW,SW3,"Metropolitan Police","",9C3XFRVP+M2
SW3 2DU,No,51.493843,-0.169106,527200,178800,TQ272787,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1991-01-01,1992-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,11,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,8,1,2019-11-23,"South Kensington",0.334221,SW,SW3,"Metropolitan Police","",9C3XFRVJ+G9
SW3 2DW,No,51.495618,-0.167594,527300,179000,TQ273789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1983-03-01,1995-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,13,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014098,E14000768,21458,8,0,2019-11-23,"South Kensington",0.470373,SW,SW3,"Metropolitan Police","",9C3XFRWJ+6X
SW3 2DX,No,51.493843,-0.169106,527200,178800,TQ272787,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1988-03-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,11,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,8,1,2019-11-23,"South Kensington",0.334221,SW,SW3,"Metropolitan Police","",9C3XFRVJ+G9
SW3 2DY,Yes,51.494087,-0.168578,527236,178828,TQ272788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1983-03-01,,"Kensington and Chelsea, unparished area","",9,4,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,12,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,0,2019-11-23,"South Kensington",0.369788,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+JH
SW3 2DZ,No,51.494194,-0.168559,527237,178840,TQ272788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,2018-09-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,12,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,1,2019-11-23,"South Kensington",0.371348,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+MH
SW3 2EA,Yes,51.494323,-0.168136,527266,178855,TQ272788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",22,12,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,12,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,0,2019-11-23,"South Kensington",0.401337,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+PP
SW3 2EB,Yes,51.494861,-0.168043,527271,178915,TQ272789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",28,14,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,12,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,0,2019-11-23,"South Kensington",0.416149,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+WQ
SW3 2ED,Yes,51.495755,-0.167128,527332,179016,TQ273790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",32,13,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,13,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014098,E14000768,21458,1,0,2019-11-23,"South Kensington",0.50595,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWM+84
SW3 2EE,No,51.495618,-0.167594,527300,179000,TQ273789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1984-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,13,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014098,E14000768,21458,8,1,2019-11-23,"South Kensington",0.470373,SW,SW3,"Metropolitan Police","",9C3XFRWJ+6X
SW3 2EF,Yes,51.496738,-0.166743,527356,179126,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",65,38,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014098,E14000768,21458,1,0,2019-11-23,"South Kensington",0.578389,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWM+M8
SW3 2EG,No,51.496517,-0.167558,527300,179100,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1982-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,8,1,2019-11-23,"South Kensington",0.517446,SW,SW3,"Metropolitan Police","",9C3XFRWJ+JX
SW3 2EH,Yes,51.497208,-0.16742,527308,179177,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",20,18,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,0,2019-11-23,"South Kensington",0.569101,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWM+V2
SW3 2EJ,Yes,51.497165,-0.167619,527294,179172,TQ272791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",37,23,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,0,2019-11-23,"South Kensington",0.555311,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+VX
SW3 2EN,No,51.497438,-0.168962,527200,179200,TQ272791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1991-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014093,E14000768,21458,8,1,2019-11-23,"South Kensington",0.507682,SW,SW3,"Metropolitan Police","",9C3XFRWJ+XC
SW3 2EP,Yes,51.496618,-0.168783,527215,179109,TQ272791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,18,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,1,0,2019-11-23,"South Kensington",0.454449,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+JF
SW3 2EQ,No,51.496539,-0.168998,527200,179100,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1994-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,18,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,8,1,2019-11-23,"South Kensington",0.437351,SW,SW3,"Metropolitan Police","",9C3XFRWJ+JC
SW3 2ER,No,51.49673,-0.168573,527229,179122,TQ272791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,2018-09-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,1,1,2019-11-23,"South Kensington",0.473567,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+MH
SW3 2ET,No,51.496215,-0.168982,527202,179064,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,2002-04-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,18,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,1,2019-11-23,"South Kensington",0.416635,SW,SW3,"Metropolitan Police","",9C3XFRWJ+FC
SW3 2EW,No,51.497024,-0.167783,527283,179156,TQ272791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,2007-04-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,1,2019-11-23,"South Kensington",0.536728,SW,SW3,"Metropolitan Police","",9C3XFRWJ+RV
SW3 2EY,No,51.496215,-0.168982,527202,179064,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,2002-04-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,18,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,1,2019-11-23,"South Kensington",0.416635,SW,SW3,"Metropolitan Police","",9C3XFRWJ+FC
SW3 2EZ,No,51.496215,-0.168982,527202,179064,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,2002-04-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,18,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,1,2019-11-23,"South Kensington",0.416635,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+FC
SW3 2GT,No,51.492719,-0.158765,527921,178693,TQ279786,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",2001-06-01,2010-05-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012C","Urban major conurbation",London,15,1,E01002859,,E02000588,"Kensington and Chelsea 012",E43000210,E00014347,E14000629,23125,1,1,2019-11-23,"Sloane Square",0.162456,SW,SW3,"Metropolitan Police","",9C3XFRVR+3F
SW3 2HA,No,51.495663,-0.170474,527100,179000,TQ270789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,17,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014100,E14000768,20470,8,1,2019-11-23,"South Kensington",0.297009,SW,SW3,"Metropolitan Police","",9C3XFRWH+7R
SW3 2HB,No,51.495663,-0.170474,527100,179000,TQ270789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,17,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014100,E14000768,20470,8,1,2019-11-23,"South Kensington",0.297009,SW,SW3,"Metropolitan Police","",9C3XFRWH+7R
